distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
3911,10980.8592,22393.24494,29491.20837,12732.1285,31760.8269,21911.33282,RE-8,4068,IT-C,69087,28602.566000000003,22900,15951,1301,27.704494574007672
6999,1526.4908,1316.40191,57960.655529999996,44063.9127,22372.5985,44672.19998,RE-B,2718,IT-B,43962,28162.287,18752,14590,1376,-9.626829132867332
7696,1518.0736,10860.34353,55377.67182999999,41379.381,40191.3652,19571.36622,RE-11,4640,IT-8,15237,33435.403,14146,12036,1430,-35.17375710197549
3857,17821.46,20768.76945,52680.3029,47429.4226,21047.3515,14578.18656,RE-E,4537,IT-E,57422,25640.671000000002,34188,13378,882,-3.2815370671721
4836,16014.5545,14017.95728,8838.79479,38543.8809,31164.4785,52379.90049,RE-10,1673,IT-A,44700,31803.595,15554,12733,1423,30.91021792973884
5412,10473.7363,6882.742909999999,49067.36118,40090.8091,42226.2526,23405.89215,RE-3,4003,IT-D,54300,26334.564,33257,20884,1139,7.0868442577149455
4282,8689.2635,36445.2521,38186.15749,53268.3501,38654.0829,19994.41388,RE-5,2798,IT-11,50137,31567.827,20513,20647,1539,25.983386518766387
5187,2990.4347,4193.68087,32121.71353,62325.4032,28877.8858,46464.86036,RE-2,3104,IT-8,53746,20341.037,12188,14117,1501,-15.476609598289473
4955,13857.44,8299.92895,14556.554919999999,45663.9726,33176.6045,27665.26889,RE-2,2121,IT-4,64976,34319.099,32011,20492,1285,30.848382056129488
3293,11996.9028,14716.693969999998,8585.042940000001,38591.4777,43764.5739,19915.20554,RE-B,1025,IT-D,58369,24589.567000000003,20936,23105,1126,1.882639751406884
4543,14896.9932,2174.4789100000003,21740.93141,49297.5774,30565.2954,16734.037119999997,RE-9,3074,IT-D,65448,20364.603,8004,20810,1037,-14.91741666924718
4506,6644.9521,36657.22036,52093.8858,45808.6959,44349.6684,37469.886889999994,RE-1,3914,IT-11,39795,25370.241,33098,16818,1579,33.4458191560133
7991,17535.3471,35211.51955,17372.39798,34601.1875,22701.2897,30195.7666,RE-1,1647,IT-3,47731,30506.368,10267,18396,1169,-177.34111552319294
8076,4598.9068,26620.27301,11636.84453,52600.2947,32344.0935,29685.998610000002,RE-0,4105,IT-0,41094,35828.542,13972,15347,1375,25.12068742538597
4091,2632.0472,15483.662680000001,60295.837620000006,65066.1983,29844.1317,45662.564210000004,RE-5,1701,IT-10,53031,30298.517999999996,30139,15049,1406,12.440543840865477
6693,6173.9433,19935.67034,12090.401409999999,35402.2577,46900.7161,32457.911910000003,RE-10,3727,IT-1,39172,16982.283,13934,16343,1260,-19.48557878729003
5697,10839.0259,36843.61608,52422.28064,37319.1358,35351.4215,11873.93261,RE-4,2317,IT-12,30921,28916.343999999997,10836,14132,1458,-0.7092605627959492
7709,17629.7068,38466.44239,48567.34068,50866.7399,31781.5846,11441.34067,RE-C,2280,IT-F,58097,28475.717,23767,9062,1608,27.896399332085252
4269,2700.7872,40153.40905,49133.00026,48493.0886,40047.0401,16914.68491,RE-10,3383,IT-C,38435,,11015,9405,1220,-41.112033281405495
6095,13029.3985,6656.49935,1559.11579,13642.891000000001,22040.6197,33121.7113,RE-3,1642,IT-8,35033,20281.488,8363,5862,1110,-48.74929279438311
5985,7496.8565,2080.72915,33514.38579,39172.6381,29046.7064,27457.80613,RE-9,1570,IT-D,57582,26961.418999999998,15556,18873,1837,36.487410265161905
5731,1557.8561,12108.84172,60809.63519,16428.8951,35882.856,24244.07121,RE-3,4611,IT-B,36181,25839.447999999997,25700,8879,1433,-14.660753396710268
3987,2262.0746,14461.0576,60758.45371,27179.8808,44839.6003,39058.2505,RE-5,2883,IT-5,51459,25327.392999999996,20998,19080,1765,24.010719487860236
5541,18349.3939,6974.59131,16065.5618,39263.0569,14425.2988,26758.38506,RE-3,1388,IT-4,52301,27793.457000000002,26046,11371,1144,13.863355325935768
5177,8181.1848,9485.265870000001,33055.241539999995,64743.444,45457.3883,15773.944790000001,RE-C,3392,IT-8,53686,25898.209,9548,16028,1648,-10.142952614602017
3868,1232.8526,25498.7219,57192.20031,60870.8826,34745.71,36044.797510000004,RE-5,3331,IT-13,50885,21217.767000000003,28155,19815,1824,27.13734675183527
4847,16747.7861,34759.04011,44442.27514,23138.9239,41741.2664,22424.53314,RE-2,1165,IT-11,35858,27264.97,21168,19051,1609,38.80874697028942
5005,8803.5609,23531.36794,28425.6176,30685.1168,41322.2737,11633.0278,RE-3,3488,IT-3,33038,26764.891,27526,15405,1402,-16.153419543659346
6380,18667.0237,30046.30335,6694.11686,43026.9144,22514.0316,32977.4971,RE-2,4724,IT-8,28713,14534.993999999999,7903,17385,1715,-5.563487358331344
6535,4361.1719,5051.74032,51538.593,46043.4612,50610.3745,47856.277539999995,RE-10,4060,IT-1,16447,,22498,17118,1393,-1.880405829724652
6513,4058.782,33938.94852,34068.47548,44729.6354,55579.7835,17858.43068,RE-B,4983,IT-13,46421,25045.377999999997,28494,11598,1189,-13.143533977441395
6481,7048.5594,43610.37829,58280.405629999994,45168.3866,48419.0184,26087.320180000002,RE-3,2261,IT-E,83202,31348.577999999998,7728,14881,1220,9.111108830531174
3605,17881.6762,8846.786970000001,51310.39535,65507.482,25735.5779,42208.39619,RE-8,4291,IT-13,50771,26223.343999999997,27129,10839,1228,16.768508646433087
5676,15957.2347,15840.272830000002,34209.696489999995,44138.1819,47434.6981,30617.06798,RE-A,4643,IT-1,60312,19321.503,14802,15584,1447,54.798426915312874
4668,4937.6132,40710.57198,45191.42799,51957.9602,29811.2763,30329.30142,RE-2,2631,IT-10,49748,33479.486000000004,18877,4324,1095,-70.71664059526529
9146,12653.4054,21274.32016,33609.865,47328.8335,52544.4152,19174.98863,RE-2,672,IT-4,41818,11836.152,7770,11639,1347,-43.98136089620979
3283,12299.8681,31948.159860000003,41608.804410000004,49996.9658,42959.6647,32070.206619999997,RE-B,3854,IT-1,36296,,13555,22589,1494,20.894460332413534
4322,3856.9658,6293.90927,49845.07674,65179.7192,29924.7074,36109.45944,RE-6,3282,IT-2,48509,17173.89,31301,16988,1400,-27.571387061974058
6258,12510.25,7759.15125,9894.985270000001,19561.6287,22801.3664,55446.17759,RE-7,1525,IT-3,37801,25960.113999999998,23929,14482,1429,17.629842916928055
6799,10145.3939,1331.89788,32496.905710000003,62110.9251,58664.7229,43019.18635,RE-A,1908,IT-6,89001,24232.199,15351,8594,1057,-1.1522430002878004
3944,2587.2344,23991.34269,8743.090970000001,38888.8863,44575.4761,34673.99337,RE-9,4450,IT-2,34387,30377.462000000003,18962,16283,1146,-20.839407959194727
8116,15399.6503,41677.94747,3461.04217,42456.4027,71107.0497,35898.89222,RE-F,1919,IT-4,35185,21456.852000000003,20529,8111,1140,4.051507280833315
6689,11149.8998,30184.04135,9394.74169,24861.7173,47202.5046,44061.59663,RE-D,697,IT-13,49187,20850.423,33430,21120,1187,38.0417664854731
4873,5403.7655,23309.936319999997,8453.14915,54615.456,26319.4293,27823.478580000003,RE-B,1753,IT-0,43146,20368.279,8273,23324,1528,-9.905352941776913
6543,3888.7914,1724.1651600000002,45047.6267,45915.4709,39836.9987,6701.61873,RE-9,1896,IT-A,52089,29396.943,12193,10886,1741,-13.847183769875286
4896,17236.6709,42639.56081,27338.28735,43219.7119,17559.8221,30850.99576,RE-B,897,IT-A,48107,27015.422000000002,12807,8026,1103,-70.37984073477617
6367,16927.6201,9823.215390000001,39027.03102,53953.102,40551.9634,27914.12719,RE-B,1695,IT-8,53887,27207.339,4905,10677,1406,-7.4595315932914765
4793,17710.8398,20656.53244,39135.310919999996,44304.6563,47074.9029,10713.77107,RE-4,1676,IT-7,43929,37129.071,28981,21598,1262,18.95072126052419
7103,14271.1058,22560.76801,44412.58872,62517.3218,35259.0537,35937.11294,RE-2,4779,IT-4,38812,33574.208,27214,8684,1685,20.355025481316535
6152,16134.5656,5193.26552,26130.50569,63409.4665,45849.9353,45717.22881,RE-8,2427,IT-13,13424,33115.98,24716,25393,1015,16.420138782969836
4574,3696.079,34859.799119999996,37028.54653,37709.1723,27040.8605,32070.247310000002,RE-8,4201,IT-C,30456,34027.66,4785,11061,1833,-3.373133147606728
3706,14870.3727,9863.55,35126.09603,28780.0279,42169.0408,24278.8649,RE-C,4697,IT-2,40890,25948.612,8025,2592,1628,-14.083350119563567
5563,3299.5153,23445.59337,24050.92322,44034.5841,47180.4074,35084.57136,RE-8,1172,IT-4,54765,23501.104,4875,14039,1707,1.7995675984695811
4476,10775.2532,11043.78189,35208.88289,41074.6786,26511.442000000003,37381.854419999996,RE-1,4207,IT-8,24620,17286.816000000003,33286,7462,1357,-26.191067508550926
5906,8473.54,40361.24999,5347.15467,33099.4387,37149.2989,32166.26432,RE-10,4590,IT-1,31030,32914.268,15394,10437,1311,-11.184721797129292
5896,15246.8801,41097.89969,16312.07019,60713.6827,37066.3422,28842.821139999996,RE-2,2336,IT-A,31687,33036.995,27612,20501,1413,22.604653529547928
6563,18043.8934,3555.80702,17151.313469999997,51887.2962,47011.157,40660.901560000006,RE-1,2817,IT-C,44170,28949.367000000002,16255,24180,1499,42.68127998802705
4571,15517.5965,40551.06168,28527.770269999997,38523.2238,33361.5414,29986.82365,RE-4,2422,IT-F,77103,,2577,19117,1505,-1929.1585060971347
2962,11381.624,28891.43592,9149.59352,29670.2534,58124.4102,32829.4786,RE-0,3468,IT-13,51777,26220.221,24438,12627,1032,33.209517757361816
7615,11011.4503,2453.21907,50139.31319,38912.2498,18262.4518,27001.68597,RE-6,3567,IT-0,44850,27213.568,25162,20033,1515,21.085597639999346
7432,4684.3925,42317.694639999994,45692.34699,43004.7777,25361.3299,21297.58768,RE-A,3218,IT-13,27338,28512.2,12552,19472,1647,13.711666263307974
5981,14603.0779,40316.01885,5872.427189999999,27130.7667,48282.0847,27760.419410000002,RE-E,640,IT-E,76503,29894.847999999998,17885,17066,1496,38.377823464747244
5322,17914.1002,29427.205889999997,34016.19684,52986.0497,52294.5893,32997.09902,RE-E,2828,IT-7,33753,34936.615,30908,16571,1428,46.84010883752933
4614,8232.1856,4029.5432299999998,41934.46064,64516.1215,31339.3224,24348.40761,RE-3,3536,IT-11,64640,23233.162999999997,4807,20233,924,-23.87063375697164
5296,8810.8271,38723.01955,23088.32829,71360.8493,27335.5302,28136.185339999996,RE-D,2672,IT-1,49557,34882.083,26678,11192,1199,-0.09669516032592362
5380,7074.843000000001,12790.43797,54727.27721,34968.6191,35731.1769,29909.754530000002,RE-C,3328,IT-9,26953,18874.042,18924,18624,1015,-7.736536803951116
2585,4421.5979,35897.89242,54106.893260000004,52622.6322,7195.3188,19196.847530000003,RE-8,2301,IT-9,28541,29450.158,4343,23499,1329,-20.07245976113703
5966,12081.5243,12899.67085,16318.03785,40975.9566,31080.4275,19757.75576,RE-5,4238,IT-2,16930,25405.224,14376,17076,1380,-27.900563787865977
5956,4898.6662,22354.48505,14831.78483,44115.0217,26241.7628,30281.99827,RE-F,2289,IT-E,53624,30850.022,15004,22479,1293,-88.4654105609398
4296,10541.2324,19990.901159999998,44165.7668,65716.7273,40411.8341,37291.55926,RE-6,935,IT-11,45763,34248.693,23053,17674,1200,17.34621758961832
6223,14600.6311,28297.72054,27875.53037,51416.7818,28083.6804,28493.114260000002,RE-2,3469,IT-7,43953,21090.151,30155,12535,897,-8.269275528794964
5003,7864.8035,3245.6359,61443.53539,22851.5222,32331.705,23226.84325,RE-F,3073,IT-7,54614,,9281,16870,1238,-27.640742353902798
3520,5904.4751,10142.73229,5717.87738,64783.6191,36952.2019,31514.42018,RE-0,4203,IT-D,51885,,22882,9105,1293,-11.669176671904593
6970,11410.0933,22455.6414,37537.94594,73431.6288,24488.7903,31575.354730000003,RE-B,3813,IT-2,45319,26171.766,2925,13193,1689,-31.55609846749582
5785,18651.9766,14471.30317,10526.03653,33220.4308,24820.8254,31957.298580000002,RE-0,3918,IT-5,48185,,17339,11068,1027,-26.41793775781425
5584,14577.3519,42905.27678,54301.4075,47143.219000000005,24538.3836,10060.09782,RE-2,3233,IT-4,62020,19414.655,33929,22041,981,-9.05587516484844
3384,3015.7067,23725.81955,9714.11708,41279.7744,39301.6611,29886.90893,RE-5,4105,IT-11,17695,30578.902000000002,7290,19990,1713,-79.45283788172392
5913,3764.0327,6323.2529,16431.058380000002,25843.6806,48815.6238,33463.88544,RE-3,4045,IT-0,55823,25660.24,13120,17178,1440,3.985524112571923
5814,13972.0179,38828.65797,37045.88461,22110.6952,34122.1751,16999.32005,RE-D,4690,IT-1,29621,,24962,23050,1226,1.8793474722207175
1475,10009.439,22111.66521,41134.23102,38578.3132,60123.2469,17883.53999,RE-10,3980,IT-9,22953,23323.372000000003,33320,14231,1284,-22.463246222679143
7001,3919.8085,27230.29363,20760.58942,42733.3815,53959.380999999994,15493.565359999999,RE-F,583,IT-3,36466,45348.551,32011,6038,1564,-2.43466143261711
4909,4982.2043,10108.03998,37603.430739999996,71278.8776,31279.2472,19337.373059999998,RE-7,2998,IT-13,54658,22838.126,11222,15974,1026,-36.213477865247675
5866,9980.1102,16282.515459999999,47731.00725,46260.0217,45488.392,33148.47668,RE-10,1388,IT-0,53246,22402.055,30473,16238,1360,5.694140015469662
5017,10725.0222,6379.68069,43960.5295,44701.3698,55201.412000000004,28339.05935,RE-1,4180,IT-10,53061,19999.944,30568,12176,1237,-31.329577027031103
7872,8190.1354,4094.688,15041.395980000001,35590.4089,29757.1166,29004.87473,RE-C,3058,IT-E,44685,29990.812,15790,11699,794,-10.589861631447919
3722,10133.3931,28005.248669999997,6378.90363,37301.9249,32701.9816,34850.5029,RE-5,2360,IT-D,32954,28797.517999999996,32970,15988,983,-6.660030313474399
5352,2276.3074,9665.87014,41884.04292,39932.3239,42936.4038,29649.404169999998,RE-3,2962,IT-11,35703,20384.936,3567,11555,1151,-98.05457055043112
4710,13467.2496,34789.14863,21571.0918,43471.1542,45157.7501,24405.464809999998,RE-A,4765,IT-A,26096,38999.782999999996,31783,18258,1113,8.39411116038739
4236,15789.4723,2894.84427,54502.72204,39749.9365,33892.8133,36887.733889999996,RE-10,1649,IT-3,26275,30196.552000000003,5135,19246,1365,-5.6056261001735415
5629,15068.4414,41613.68363,39281.835119999996,23508.781000000003,43617.8912,18592.561709999998,RE-11,860,IT-13,53110,,1436,21599,953,14.344864134189331
4904,4953.3061,9783.177679999999,51327.030999999995,46333.8418,36412.4724,22116.38997,RE-3,2099,IT-10,53467,27883.796000000002,11611,9981,1043,-31.68286710508689
4608,16566.4554,25430.72085,30690.63682,27399.5182,23885.2994,57468.2723,RE-D,773,IT-11,25699,28037.386000000002,33049,18353,894,22.229022060999394
5153,15058.1142,26579.18807,30437.780310000002,40588.4192,30599.4642,25980.189280000002,RE-D,3568,IT-8,35758,31927.776,23079,18822,1142,9.042464875509207
4050,2045.7353,13338.093490000001,42331.62788,45289.1998,55561.6176,27256.80202,RE-0,3238,IT-A,46759,26243.822,26198,21103,1060,-37.92793303634932
6002,7555.5344,18007.29783,56329.09655,53819.4257,38436.5559,43768.698789999995,RE-F,1392,IT-2,43850,20208.823,2973,14626,1335,-26.94862082795233
7004,2361.1064,16541.05873,27803.53832,63094.6716,27071.5115,31964.012319999998,RE-11,4278,IT-B,58915,10528.04,22868,9810,1054,-63.46392241285965
5592,11221.348999999998,5187.41474,52926.623419999996,46948.695999999996,25129.7402,39793.138119999996,RE-8,2598,IT-8,12399,21979.34,31979,18690,1251,-19.194565340802413
3122,4123.451,39719.042369999996,35357.76115,57277.9597,37665.8578,37034.81575,RE-2,2733,IT-3,62652,31609.862,5590,15402,1611,9.21547311929107
6443,2945.1957,13886.666640000001,36924.73175,43873.7771,46388.0544,40889.03282,RE-11,2019,IT-5,74652,,25371,14930,1221,17.81308036627361
3263,4420.5036,34436.87292,21237.630569999998,37063.0094,28194.1622,37205.45741,RE-3,1955,IT-B,49257,36000.462999999996,24863,18439,1171,8.948217701653897
5157,17000.2431,36553.83836,22173.99861,50799.8031,20758.3376,13053.11259,RE-9,1860,IT-D,45546,29960.205,29009,9762,1758,30.27326572239891
4365,13999.4593,6570.06099,43590.16947,48467.2893,21622.4497,40954.50653,RE-C,2552,IT-B,29338,20302.981,17768,16980,1658,5.5044158125440426
8074,8509.8599,38996.823560000004,12759.91266,31876.2492,23737.752,39901.44977,RE-0,1065,IT-3,45366,28943.574,6607,17565,1827,22.256710647169665
4520,12744.288999999999,22334.43152,23124.57325,30685.8898,30755.3867,42678.780660000004,RE-5,4263,IT-E,18705,,9355,19253,1733,22.797328582820324
5686,10392.8072,39693.00365,36014.3081,44719.9141,54269.352,25741.52069,RE-C,2061,IT-12,51567,16749.613,27521,16823,1879,28.262210198043753
4222,6140.5516,43178.98099,50883.85937,34296.4224,28155.9615,29591.43682,RE-10,2698,IT-C,80186,31758.162,21323,14964,866,66.00569082908665
4613,9030.4286,6773.156779999999,1664.1249699999998,44663.6045,34602.5617,31938.00194,RE-2,4396,IT-12,38632,,17264,13519,1678,10.743453202835202
7323,4051.8645,9877.36595,18112.394790000002,16512.3134,41505.053,20813.63305,RE-2,3735,IT-C,23769,23214.547000000002,28295,18067,1643,-0.048518316444639005
5934,5075.5171,37682.63252,14026.47201,27736.4391,61214.3887,30146.04663,RE-5,2273,IT-B,57462,30039.99,3385,14430,1336,438.2172557384383
4877,14453.5485,4536.858270000001,33525.65621,47821.7302,29299.0062,34810.18815,RE-1,4156,IT-C,50863,19795.461,21241,12317,1650,12.151470242530275
6121,16249.8758,2094.1381300000003,32153.419489999997,26763.9078,49059.4884,13720.42535,RE-F,2518,IT-9,26303,28388.166,6258,16195,1544,-3.990163068264815
5253,8073.1371,15656.720809999999,16553.35935,69944.634,44811.3723,31828.5918,RE-3,3833,IT-D,60834,23196.097999999998,465,12479,1172,-12.856000626596607
5989,8656.0221,11594.41783,4724.100329999999,43601.0163,29508.1751,28303.40493,RE-9,643,IT-3,34391,16415.703,23841,25676,784,-35.92836785519753
4935,1854.1343,17063.67685,24001.851590000002,46842.4397,28998.7428,34652.56123,RE-A,3021,IT-5,43899,28592.261000000002,19121,16742,1506,-12.689972815186028
6201,8156.1227,12891.53123,49518.145710000004,37534.6533,31100.9812,30384.412739999996,RE-A,1845,IT-7,51952,12417.827,23580,14694,1500,-48.79975337583314
6344,16621.0062,1258.8863099999999,6703.27361,41878.3538,31940.7307,49928.53015,RE-10,1605,IT-1,53737,27766.813,31970,19672,1534,39.831218256057035
6368,1245.4447,9431.10595,29093.320880000003,15838.6097,42593.8476,22052.47356,RE-5,3703,IT-B,53833,,11404,11368,2029,26.80725382606061
7267,9266.1284,17716.26723,14454.59419,35500.9478,18037.4278,40764.4469,RE-A,4192,IT-1,39276,,28642,23250,1463,8.181906434186617
5486,9886.3976,23647.78015,49198.245160000006,39192.677,33037.3537,10346.519240000001,RE-4,3337,IT-B,67986,20954.449,27852,15783,1153,-8.38114826630038
7652,12998.2325,35412.595539999995,54481.936389999995,43951.6358,43792.9117,28827.95997,RE-4,3587,IT-12,55443,33951.513,13834,5315,1597,15.576602104468362
5184,3929.2794,28527.561980000002,49907.26458,43509.0375,40082.691,7590.880270000001,RE-C,2630,IT-4,60998,13662.58,1036,17573,1227,-53.5754666768489
6456,12778.8509,37338.56873,14038.06577,54792.1316,31434.1726,45610.121060000005,RE-8,1387,IT-5,65531,31714.59,22480,12190,1256,20.851066190906803
4034,18330.1762,4259.17819,36406.29758,54943.2217,46163.0497,29286.49461,RE-6,4088,IT-2,56885,23023.603,7495,12246,1428,-44.38330508679307
4643,18597.9915,38978.16205,20002.40705,48461.4751,48439.1722,21408.81911,RE-3,2533,IT-8,56566,30619.36,17550,3460,1107,-9.595164288753358
4593,10525.1218,36480.64834,43624.82473,40055.2732,14051.9884,15790.997169999999,RE-1,3551,IT-2,54373,18078.088,4606,6976,1256,-41.84822256543203
4174,11733.4445,24844.734940000002,17030.09462,52078.805,50781.1923,42103.22903,RE-6,2117,IT-8,44353,37687.341,12596,9881,1487,23.384914827122184
3706,9292.3007,12689.076790000001,17968.36311,53224.8598,35287.72,30183.95401,RE-1,993,IT-13,42649,24743.397999999997,32407,18962,1612,9.093776847393801
7834,8446.4583,37125.47142,13024.695459999999,36635.7198,52505.759000000005,41197.7806,RE-0,884,IT-2,54476,21331.713,32899,13680,1145,2.994875858558003
6539,18413.9876,37197.484619999996,53967.28885,50951.4619,34218.6844,19163.14246,RE-D,1346,IT-9,43326,30275.527000000002,32203,16900,1725,42.10802916331407
6030,16705.9646,40655.999260000004,14376.85194,39383.1795,50466.26,26197.73904,RE-1,3232,IT-B,51706,37678.914,14396,16189,1563,36.029171248339615
5036,4141.4654,4399.94631,12494.29455,51193.955,58808.6459,27922.277360000004,RE-1,3211,IT-7,32549,31165.435,22559,17991,1886,-17.656126020654945
3466,18629.0508,31582.04823,36167.03991,42761.9073,51078.5945,29690.779889999998,RE-4,851,IT-10,66634,25347.248,8459,13783,973,-133.85574475609405
5629,4597.722,20126.689140000002,41825.2652,25223.8034,27534.9007,56928.20413,RE-D,2364,IT-6,38377,14230.407,10159,7374,1365,-24.52943121135964
4202,16895.4973,12507.23926,43258.59945,38802.5801,41845.9408,15591.869009999999,RE-8,1745,IT-B,28753,,23433,7002,1226,-22.4585964828802
6590,6644.9692,1831.36308,29499.481910000002,42304.8136,33480.8741,17422.02841,RE-10,4257,IT-7,51141,28287.231,8885,20054,1320,-16.575043250901576
4754,18406.8227,12362.28435,18629.82679,52503.7536,39550.7133,18517.30242,RE-11,3738,IT-12,60442,,15548,11249,1123,9.160441036936364
5503,5756.0133,22564.02723,11995.52026,64733.9392,59392.1374,52454.206589999994,RE-11,576,IT-9,47233,28888.168999999998,589,11153,1082,-19.027933736668604
4519,16705.5098,2759.4009300000002,39513.81334,26140.9654,44120.9257,28985.59005,RE-7,2596,IT-B,75003,25211.245,23340,19240,994,-1.1663573445871545
4292,7037.6108,6087.20638,20920.08469,41233.4981,22604.8269,30276.671980000003,RE-9,2700,IT-11,40716,13869.753,18010,15223,1681,-138.63320181493236
7992,12680.2374,37463.67228,10289.96165,34030.1523,47908.3542,23387.376269999997,RE-A,4052,IT-4,57991,23880.859,26112,11249,1097,-10.157925298112245
7753,14329.4778,12450.15196,52567.15724,48389.648,21345.8613,27029.92438,RE-9,3584,IT-11,30446,21345.985,31693,17135,1468,26.97689485677475
4904,18117.0277,14783.22445,46038.74343,29095.5044,9317.8483,20852.16364,RE-A,4195,IT-8,55431,,11848,2203,941,-38.91817358591615
5375,16127.1304,39779.509360000004,30899.728839999996,55615.9221,20853.1162,32112.6292,RE-9,1276,IT-0,29414,11482.995,13078,19708,948,-69.69248054874886
5199,5258.0256,37960.32359,59441.38183,44637.0477,44259.6969,18734.23339,RE-F,3485,IT-A,49422,27212.636000000002,22386,15848,1161,-16.23508776574618
6295,17469.6303,38431.04588,1233.10954,43092.5859,34304.7956,32612.566410000003,RE-D,3476,IT-10,62168,26600.217,17895,24627,1599,59.79058518434004
6620,2879.0677,18161.92653,32112.914719999997,57169.153,37675.5989,40962.25907,RE-6,443,IT-6,34412,29694.975,30981,11640,1073,-29.122883193438106
4364,8040.1652,42537.6828,1397.20625,51899.8725,8643.4605,48819.80665,RE-5,3331,IT-B,53509,30195.717,1319,15079,1904,33.14943511144059
1878,4161.1842,43901.93874,42934.653269999995,41627.0305,40144.976,24700.19022,RE-0,4580,IT-11,53379,33639.597,26885,14275,1454,21.125083228133523
5222,14974.6088,1046.77691,17098.62979,31177.0862,25345.1569,28182.487310000004,RE-E,2192,IT-5,41102,27550.621,31342,21604,1025,15.303109221279998
5883,11059.105,24642.535819999997,32228.316730000002,30070.2324,29099.9439,18716.562869999998,RE-0,2358,IT-E,81780,33141.931000000004,31201,18985,1288,43.31737003799932
5502,6648.1319,6126.6774,47433.1743,28358.0121,47517.6296,30048.565260000003,RE-D,1156,IT-6,29161,40297.678,9905,15020,1324,469.9794105235982
7917,3076.8977,30278.12185,1318.2501,32706.6636,58565.2899,33488.62025,RE-10,2762,IT-6,46425,25944.866,18210,21737,1745,42.182235951700314
5440,5389.6162,8282.55191,50462.10667,27847.3155,37001.9846,41268.914260000005,RE-8,842,IT-10,30021,30428.134,2041,17916,1126,-12.375441134212492
6301,13132.2624,3640.8181700000005,6700.45536,55135.7668,33052.4086,16585.607480000002,RE-5,3478,IT-1,50160,21853.425,7889,4010,1343,-45.3045576294169
4993,10345.5831,36674.8426,21574.840180000003,60174.6779,39474.9303,38387.73908,RE-D,3680,IT-B,63536,19071.878,13027,4781,1253,-12.127740724841221
5956,15716.3961,5918.5396,26922.87508,40534.802,34995.5121,32886.200469999996,RE-A,3251,IT-F,64759,31119.536,34233,17741,1305,42.576644939314754
4647,7824.286,22434.41922,1233.9257300000002,47854.5268,32779.8711,38717.84235,RE-6,495,IT-8,7275,32895.539,21252,14462,1220,-23.935175983801827
2890,6547.1312,11032.08919,50917.33501,22495.5878,45162.1805,51280.99069,RE-8,3297,IT-13,83001,15769.256000000001,21497,18582,1185,32.4166824211312
7040,11845.878999999999,28863.20508,58796.318739999995,37471.3692,37177.8212,10924.488220000001,RE-3,1234,IT-11,51686,30653.551,12448,22559,1364,17.158189837129555
4881,13104.2272,20144.607219999998,39492.04991,28797.195,36491.8651,27523.180160000004,RE-4,581,IT-7,35245,35761.26,10285,5371,1642,7.51918482620509
4146,7169.7919,29891.13784,9198.81711,37973.536,29443.4834,21284.767780000002,RE-C,804,IT-1,27235,25368.691000000003,9703,13816,1524,-27.991157842950702
4900,18289.2771,17926.40361,56208.820629999995,59478.4934,47052.0579,19094.4254,RE-9,4776,IT-F,48374,,8381,13724,964,-5.785503418951013
6810,11850.3062,40533.41691,55614.71486,27463.0007,18837.5762,35442.717169999996,RE-5,514,IT-1,16274,24390.718999999997,11967,16822,1485,-18.80905353427041
3636,5230.1757,11508.42952,9961.32246,32963.2637,27384.2256,26901.840710000004,RE-5,1160,IT-F,39549,32091.62,15786,13085,1543,10.878004537046866
1015,7080.8811,43606.263889999995,24928.21894,37942.8323,42299.9146,31772.45105,RE-0,3881,IT-8,44876,22401.88,28626,13643,1028,-8.281721197352036
6660,13492.9694,26927.202680000002,40980.59321,57162.8304,31875.7507,39467.01693,RE-2,3772,IT-A,48739,21642.8,30185,12094,995,-10.004406398763203
8284,14384.4573,9879.009829999999,58486.84284,47592.6373,25126.5851,27772.41986,RE-9,4750,IT-10,60518,32854.752,5682,18431,1265,35.053144390946805
6684,13880.7479,20617.03081,61045.64286,56827.9868,53530.0051,32187.645630000003,RE-11,3820,IT-2,29551,22559.796000000002,22269,8504,910,-20.892816281352967
2452,1824.1004,37405.07602,55171.71079,19757.8544,58246.5562,30266.136660000004,RE-3,3051,IT-11,57020,26453.982999999997,17927,14293,1605,245.88925271282415
4948,8850.4647,10852.00602,55730.7621,40720.4312,57856.7447,33136.251189999995,RE-9,3082,IT-D,44366,34727.856,1765,22698,1685,52.16164721049871
3610,3544.7164,37145.17618,1531.34751,48945.1349,26111.4636,22256.96978,RE-2,4828,IT-C,51820,19063.134,1777,14565,1591,-14.548573624368322
8119,3911.6033,29758.983439999996,16929.072180000003,49675.6731,27831.0726,25449.1572,RE-D,1017,IT-3,33502,,5200,10511,1730,-26.392070794350484
5600,1591.2099,31213.525530000003,4008.0354399999997,42712.4477,35739.8382,38528.53551,RE-6,438,IT-13,48359,18922.449,5099,16906,1199,-19.119234124659574
2106,11877.8971,23717.77528,5704.73271,46232.7633,37080.4439,28224.8862,RE-0,4317,IT-10,51980,24701.379,33640,13522,1579,28.287005563020237
4983,16633.6248,26133.99441,1019.8612300000001,48413.25,45384.7874,33993.75142,RE-B,3960,IT-E,33950,19140.385,24586,16483,1192,9.025549372447461
