id,y,pred
4140,4,4
4141,1,1
4142,1,1
4143,4,4
4144,1,1
4145,1,1
4146,3,3
4147,1,1
4148,0,0
4149,2,2
4150,2,2
4151,4,4
4152,2,2
4153,3,3
4154,2,2
4155,4,4
4156,2,2
4157,3,3
4158,4,4
4159,0,0
4160,0,0
4161,3,3
4162,4,4
4163,3,3
4164,3,3
4165,3,3
4166,2,2
4167,2,2
4168,0,0
4169,4,4
4170,0,0
4171,2,2
4172,1,1
4173,4,4
4174,2,2
4175,2,2
4176,2,2
4177,0,0
4178,1,1
4179,0,0
4180,4,4
4181,0,0
4182,1,1
4183,1,1
4184,4,4
4185,4,4
4186,0,0
4187,2,2
4188,4,4
4189,2,2
4190,2,2
4191,0,0
4192,4,4
4193,2,2
4194,2,2
4195,0,0
4196,1,1
4197,1,1
4198,3,3
4199,0,0
4200,1,1
4201,4,4
4202,4,4
4203,1,1
4204,2,2
4205,3,3
4206,2,2
4207,4,4
4208,1,1
4209,3,3
4210,0,0
4211,0,0
4212,0,0
4213,4,4
4214,4,4
4215,2,2
4216,0,0
4217,1,1
4218,0,0
4219,3,3
4220,3,3
4221,3,3
4222,2,2
4223,1,1
4224,0,0
4225,0,0
4226,1,1
4227,2,2
4228,1,1
4229,1,1
4230,2,2
4231,0,0
4232,2,2
4233,0,0
4234,3,3
4235,4,4
4236,2,2
4237,4,4
4238,0,0
4239,3,3
4240,0,0
4241,4,4
4242,2,2
4243,0,0
4244,1,1
4245,4,4
4246,0,0
4247,0,0
4248,4,4
4249,0,0
4250,1,1
4251,4,4
4252,0,0
4253,2,2
4254,3,3
4255,3,3
4256,0,0
4257,2,2
4258,0,0
4259,1,1
4260,3,3
4261,2,2
4262,4,4
4263,3,3
4264,4,4
4265,3,3
4266,2,2
4267,2,2
4268,3,3
4269,1,1
4270,3,3
4271,1,1
4272,3,3
4273,3,3
4274,1,1
4275,4,4
4276,4,4
4277,0,0
4278,4,4
4279,2,2
4280,4,4
4281,4,4
4282,4,4
4283,2,2
4284,2,2
4285,2,2
4286,3,3
4287,0,0
4288,4,4
4289,2,2
4290,4,4
4291,1,1
4292,3,3
4293,3,3
4294,1,1
4295,2,2
4296,2,2
4297,2,2
4298,2,2
4299,0,0
4300,0,0
4301,2,2
4302,2,2
4303,4,4
4304,0,0
4305,4,4
4306,3,3
4307,0,0
4308,4,4
4309,3,3
4310,3,3
4311,0,0
4312,1,1
4313,3,3
4314,0,0
4315,3,3
4316,1,1
4317,3,3
4318,2,2
4319,3,3
4320,2,2
4321,4,4
4322,1,1
4323,4,4
4324,4,4
4325,4,4
4326,1,1
4327,1,1
4328,0,0
4329,0,0
4330,0,0
4331,0,0
4332,2,2
4333,1,1
4334,0,0
4335,1,1
4336,3,3
4337,3,3
4338,3,3
4339,1,1
4340,1,1
4341,3,3
4342,4,4
4343,4,4
4344,3,3
4345,0,0
4346,3,3
4347,0,0
4348,2,2
4349,2,2
4350,4,4
4351,3,3
4352,3,3
4353,4,4
4354,0,0
4355,0,0
4356,3,3
4357,2,2
4358,4,4
4359,2,2
4360,4,4
4361,2,2
4362,2,2
4363,3,3
4364,0,0
4365,2,2
4366,3,3
4367,1,1
4368,0,0
4369,4,4
4370,0,0
4371,3,3
4372,3,3
4373,0,0
4374,3,3
4375,3,3
4376,4,4
4377,3,3
4378,2,2
4379,0,0
4380,2,2
4381,1,1
4382,3,3
4383,2,2
4384,1,1
4385,2,2
4386,3,3
4387,0,0
4388,3,3
4389,4,4
4390,0,0
4391,1,1
4392,0,0
4393,0,0
4394,1,1
4395,0,0
4396,2,2
4397,3,3
4398,1,1
4399,3,3
4400,4,4
4401,0,0
4402,1,1
4403,4,4
4404,3,3
4405,1,1
4406,3,3
4407,2,2
4408,1,1
4409,4,4
4410,1,1
4411,4,4
4412,2,2
4413,4,4
4414,4,4
4415,3,3
4416,4,4
4417,4,4
4418,3,3
4419,0,0
4420,0,0
4421,2,2
4422,0,0
4423,4,4
4424,4,4
4425,1,1
4426,0,0
4427,3,3
4428,4,4
4429,0,0
4430,2,2
4431,2,2
4432,4,4
4433,3,3
4434,4,4
4435,4,4
4436,4,4
4437,1,1
4438,4,4
4439,2,2
4440,4,4
4441,4,4
4442,2,2
4443,0,0
4444,0,0
4445,3,3
4446,4,4
4447,3,3
4448,4,4
4449,0,0
4450,0,0
4451,0,0
4452,3,3
4453,0,0
4454,1,1
4455,3,3
4456,4,4
4457,1,1
4458,2,2
4459,1,1
4460,0,0
4461,1,1
4462,4,4
4463,3,3
4464,1,1
4465,0,0
4466,0,0
4467,2,2
4468,3,3
4469,1,1
4470,3,3
4471,1,1
4472,3,3
4473,1,1
4474,4,4
4475,2,2
4476,3,3
4477,0,0
4478,0,0
4479,4,4
4480,2,2
4481,4,4
4482,1,1
4483,1,1
4484,3,3
4485,4,4
4486,1,1
4487,0,0
4488,0,0
4489,2,2
4490,1,1
4491,4,4
4492,1,1
4493,1,1
4494,0,0
4495,4,4
4496,2,2
4497,3,3
4498,3,3
4499,3,3
4500,3,3
4501,4,4
4502,1,1
4503,4,4
4504,1,1
4505,2,2
4506,1,1
4507,2,2
4508,1,1
4509,2,2
4510,1,1
4511,2,2
4512,3,3
4513,1,1
4514,2,2
4515,4,4
4516,0,0
4517,0,0
4518,2,2
4519,1,1
4520,4,4
4521,2,2
4522,3,3
4523,2,2
4524,1,1
4525,4,4
4526,3,3
4527,3,3
4528,3,3
4529,4,4
4530,2,2
4531,4,4
4532,4,4
4533,3,3
4534,2,2
4535,4,4
4536,1,1
4537,2,2
4538,1,1
4539,3,3
4540,3,3
4541,2,2
4542,2,2
4543,2,2
4544,4,4
4545,1,1
4546,4,4
4547,1,1
4548,3,3
4549,4,4
4550,0,0
4551,2,2
4552,1,1
4553,1,1
4554,0,0
4555,0,0
4556,0,0
4557,3,3
4558,0,0
4559,2,2
4560,2,2
4561,1,1
4562,0,0
4563,3,3
4564,3,3
4565,2,2
4566,3,3
4567,4,4
4568,4,4
4569,3,3
4570,3,3
4571,4,4
4572,1,1
4573,2,2
4574,3,3
4575,3,3
4576,1,1
4577,0,0
4578,3,3
4579,3,3
4580,0,0
4581,3,3
4582,4,4
4583,2,2
4584,3,3
4585,1,1
4586,3,3
4587,4,4
4588,3,3
4589,2,2
4590,3,3
4591,2,2
4592,1,1
4593,4,4
4594,3,3
4595,3,3
4596,0,0
4597,1,1
4598,1,1
4599,4,4
4600,3,3
4601,2,2
4602,3,3
4603,1,1
4604,4,4
4605,1,1
4606,4,4
4607,0,0
4608,3,3
4609,2,2
4610,0,0
4611,1,1
4612,4,4
4613,3,3
4614,3,3
4615,1,1
4616,4,4
4617,3,3
4618,0,0
4619,2,2
4620,3,3
4621,4,4
4622,0,0
4623,3,3
4624,4,4
4625,0,0
4626,0,0
4627,4,4
4628,3,3
4629,1,1
4630,4,4
4631,2,2
4632,1,1
4633,2,2
4634,3,3
4635,2,2
4636,4,4
4637,3,3
4638,0,0
4639,4,4
4640,2,2
4641,3,3
4642,1,1
4643,2,2
4644,3,3
4645,1,1
4646,3,3
4647,1,1
4648,3,3
4649,1,1
4650,3,3
4651,2,2
4652,2,2
4653,2,2
4654,2,2
4655,3,3
4656,4,4
4657,3,3
4658,0,0
4659,0,0
4660,4,4
4661,0,0
4662,3,3
4663,3,3
4664,0,0
4665,3,3
4666,2,2
4667,3,3
4668,2,2
4669,2,2
4670,2,2
4671,0,0
4672,3,3
4673,0,0
4674,4,4
4675,3,3
4676,1,1
4677,0,0
4678,3,3
4679,4,4
4680,1,1
4681,0,0
4682,1,1
4683,2,2
4684,4,4
4685,2,2
4686,0,0
4687,4,4
4688,0,0
4689,4,4
4690,2,2
4691,4,4
4692,0,0
4693,4,4
4694,0,0
4695,2,2
4696,3,3
4697,0,0
4698,4,4
4699,3,3
4700,0,0
4701,4,4
4702,3,3
4703,2,2
4704,1,1
4705,1,1
4706,1,1
4707,0,0
4708,1,1
4709,2,2
4710,2,2
4711,2,2
4712,0,0
4713,4,4
4714,2,2
4715,2,2
4716,2,2
4717,0,0
4718,2,2
4719,3,3
4720,3,3
4721,2,2
4722,0,0
4723,1,1
4724,1,1
4725,2,2
4726,0,0
4727,4,4
4728,0,0
4729,0,0
4730,4,4
4731,4,4
4732,3,3
4733,0,0
4734,3,3
4735,2,2
4736,2,2
4737,3,3
4738,2,2
4739,0,0
4740,1,1
4741,3,3
4742,3,3
4743,3,3
4744,3,3
4745,1,1
4746,3,3
4747,1,1
4748,0,0
4749,4,4
4750,1,1
4751,3,3
4752,2,2
4753,4,4
4754,0,0
4755,4,4
4756,4,4
4757,1,1
4758,3,3
4759,1,1
4760,4,4
4761,0,0
4762,2,2
4763,3,3
4764,2,2
4765,0,0
4766,4,4
4767,3,3
4768,2,2
4769,4,4
4770,1,1
4771,1,1
4772,4,4
4773,1,1
4774,2,2
4775,3,3
4776,4,4
4777,4,4
4778,4,4
4779,3,3
4780,3,3
4781,3,3
4782,4,4
4783,4,4
4784,4,4
4785,4,4
4786,4,4
4787,0,0
4788,1,1
4789,3,3
4790,0,0
4791,3,3
4792,2,2
4793,3,3
4794,1,1
4795,2,2
4796,3,3
4797,0,0
4798,2,2
4799,3,3
4800,4,4
4801,3,3
4802,2,2
4803,4,4
4804,2,2
4805,4,4
4806,4,4
4807,2,2
4808,3,3
4809,0,0
4810,2,2
4811,2,2
4812,1,1
4813,2,2
4814,2,2
4815,4,4
4816,2,2
4817,0,0
4818,0,0
4819,3,3
4820,4,4
4821,2,2
4822,1,1
4823,3,3
4824,1,1
4825,3,3
4826,4,4
4827,3,3
4828,3,3
4829,0,0
4830,1,1
4831,1,1
4832,4,4
4833,0,0
4834,4,4
4835,4,4
4836,0,0
4837,4,4
4838,2,2
4839,1,1
4840,2,2
4841,4,4
4842,0,0
4843,3,3
4844,0,0
4845,1,1
4846,4,4
4847,4,4
4848,1,1
4849,3,3
4850,0,0
4851,0,0
4852,4,4
4853,0,0
4854,2,2
4855,1,1
4856,3,3
4857,0,0
4858,1,1
4859,2,2
4860,3,3
4861,1,1
4862,1,1
4863,3,3
4864,3,3
4865,4,4
4866,0,0
4867,4,4
4868,4,4
4869,2,2
4870,3,3
4871,3,3
4872,0,0
4873,4,4
4874,1,1
4875,2,2
4876,1,1
4877,2,2
4878,1,1
4879,3,3
4880,1,1
4881,4,4
4882,4,4
4883,3,3
4884,4,4
4885,1,1
4886,3,3
4887,1,1
4888,1,1
4889,3,3
4890,2,2
4891,4,4
4892,3,3
4893,4,4
4894,1,1
4895,3,3
4896,3,3
4897,4,4
4898,3,3
4899,4,4
4900,0,0
4901,1,1
4902,1,1
4903,0,0
4904,4,4
4905,0,0
4906,4,4
4907,3,3
4908,0,0
4909,0,0
4910,1,1
4911,1,1
4912,2,2
4913,0,0
4914,3,3
4915,4,4
4916,4,4
4917,1,1
4918,1,1
4919,4,4
4920,2,2
4921,1,1
4922,1,1
4923,4,4
4924,1,1
4925,1,1
4926,4,4
4927,4,4
4928,3,3
4929,1,1
4930,3,3
4931,3,3
4932,1,1
4933,0,0
4934,3,3
4935,2,2
4936,3,3
4937,2,2
4938,1,1
4939,0,0
4940,3,3
4941,3,3
4942,0,0
4943,0,0
4944,1,1
4945,3,3
4946,1,1
4947,2,2
4948,0,0
4949,3,3
4950,0,0
4951,3,3
4952,4,4
4953,2,2
4954,4,4
4955,0,0
4956,2,2
4957,0,0
4958,4,4
4959,1,1
4960,0,0
4961,1,1
4962,3,3
4963,2,2
4964,2,2
4965,3,3
4966,4,4
4967,1,1
4968,4,4
4969,4,4
4970,0,0
4971,2,2
4972,2,2
4973,4,4
4974,0,0
4975,2,2
4976,2,2
4977,0,0
4978,2,2
4979,2,2
4980,2,2
4981,1,1
4982,1,1
4983,2,2
4984,2,2
4985,2,2
4986,1,1
4987,1,1
4988,4,4
4989,2,2
4990,4,4
4991,4,4
4992,0,0
4993,2,2
4994,2,2
4995,3,3
4996,4,4
4997,0,0
4998,3,3
4999,0,0
5000,3,3
5001,4,4
5002,2,2
5003,2,2
5004,2,2
5005,4,4
5006,1,1
5007,2,2
5008,3,3
5009,2,2
5010,4,4
5011,2,2
5012,3,3
5013,1,1
5014,4,4
5015,2,2
5016,4,4
5017,2,2
5018,4,4
5019,3,3
5020,1,1
5021,3,3
5022,3,3
5023,1,1
5024,2,2
5025,0,0
5026,3,3
5027,0,0
5028,2,2
5029,0,0
5030,2,2
5031,0,0
5032,1,1
5033,0,0
5034,4,4
5035,1,1
5036,1,1
5037,3,3
5038,2,2
5039,4,4
5040,1,1
5041,3,3
5042,3,3
5043,4,4
5044,1,1
5045,3,3
5046,1,1
5047,3,3
5048,4,4
5049,1,1
5050,4,4
5051,4,4
5052,1,1
5053,1,1
5054,4,4
5055,1,1
5056,0,0
5057,1,1
5058,2,2
5059,2,2
5060,1,1
5061,2,2
5062,3,3
5063,4,4
5064,0,0
5065,4,4
5066,2,2
5067,0,0
5068,3,3
5069,2,2
5070,2,2
5071,2,2
5072,2,2
5073,3,3
5074,3,3
5075,2,2
5076,3,3
5077,2,2
5078,4,4
5079,0,0
5080,1,1
5081,3,3
5082,1,1
5083,4,4
5084,1,1
5085,4,4
5086,1,1
5087,4,4
5088,4,4
5089,3,3
5090,1,1
5091,0,0
5092,2,2
5093,1,1
5094,4,4
5095,4,4
5096,0,0
5097,3,3
5098,2,2
5099,3,3
5100,0,0
5101,1,1
5102,3,3
5103,4,4
5104,0,0
5105,2,2
5106,4,4
5107,1,1
5108,0,0
5109,0,0
5110,2,2
5111,4,4
5112,4,4
5113,2,2
5114,0,0
5115,1,1
5116,4,4
5117,3,3
5118,4,4
5119,2,2
5120,0,0
5121,4,4
5122,1,1
5123,1,1
5124,1,1
5125,0,0
5126,2,2
5127,1,1
5128,2,2
5129,0,0
5130,0,0
5131,2,2
5132,2,2
5133,4,4
5134,3,3
5135,4,4
5136,2,2
5137,0,0
5138,4,4
5139,0,0
5140,0,0
5141,3,3
5142,4,4
5143,1,1
5144,1,1
5145,4,4
5146,2,2
5147,4,4
5148,2,2
5149,3,3
5150,4,4
5151,0,0
5152,3,3
5153,1,1
5154,3,3
5155,2,2
5156,2,2
5157,0,0
5158,0,0
5159,2,2
5160,4,4
5161,0,0
5162,1,1
5163,2,2
5164,1,1
5165,1,1
5166,0,0
5167,0,0
5168,1,1
5169,1,1
5170,1,1
5171,2,2
5172,0,0
5173,2,2
5174,3,3
5175,0,0
5176,3,3
5177,1,1
5178,2,2
5179,3,3
5180,2,2
5181,0,0
5182,3,3
5183,3,3
5184,0,0
5185,4,4
5186,4,4
5187,0,0
5188,2,2
5189,2,2
5190,3,3
5191,4,4
5192,0,0
5193,2,2
5194,4,4
5195,1,1
5196,1,1
5197,3,3
5198,1,1
5199,2,2
5200,2,2
5201,0,0
5202,0,0
5203,3,3
5204,2,2
5205,1,1
5206,1,1
5207,2,2
5208,2,2
5209,1,1
5210,1,1
5211,2,2
5212,1,1
5213,4,4
5214,0,0
5215,3,3
5216,2,2
5217,4,4
5218,1,1
5219,3,3
5220,3,3
5221,2,2
5222,4,4
5223,4,4
5224,4,4
5225,4,4
5226,0,0
5227,1,1
5228,1,1
5229,2,2
5230,0,0
5231,3,3
5232,0,0
5233,0,0
5234,3,3
5235,4,4
5236,4,4
5237,0,0
5238,2,2
5239,0,0
5240,1,1
5241,2,2
5242,0,0
5243,4,4
5244,3,3
5245,1,1
5246,1,1
5247,2,2
5248,2,2
5249,0,0
5250,3,3
5251,1,1
5252,2,2
5253,1,1
5254,3,3
5255,3,3
5256,3,3
5257,0,0
5258,1,1
5259,1,1
5260,1,1
5261,3,3
5262,2,2
5263,0,0
5264,0,0
5265,3,3
5266,1,1
5267,0,0
5268,1,1
5269,0,0
5270,3,3
5271,4,4
5272,0,0
5273,2,2
5274,1,1
5275,2,2
5276,3,3
5277,1,1
5278,1,1
5279,3,3
5280,0,0
5281,0,0
5282,4,4
5283,0,0
5284,2,2
5285,1,1
5286,0,0
5287,4,4
5288,4,4
5289,1,1
5290,4,4
5291,0,0
5292,1,1
5293,3,3
5294,2,2
5295,2,2
5296,2,2
5297,1,1
5298,1,1
5299,3,3
5300,1,1
5301,3,3
5302,3,3
5303,4,4
5304,0,0
5305,2,2
5306,4,4
5307,3,3
5308,0,0
5309,4,4
5310,2,2
5311,1,1
5312,2,2
5313,1,1
5314,1,1
5315,3,3
5316,0,0
5317,0,0
5318,2,2
5319,2,2
5320,2,2
5321,3,3
5322,3,3
5323,3,3
5324,1,1
5325,3,3
5326,0,0
5327,1,1
5328,3,3
5329,3,3
5330,3,3
5331,1,1
5332,4,4
5333,4,4
5334,1,1
5335,1,1
5336,3,3
5337,2,2
5338,2,2
5339,3,3
5340,3,3
5341,4,4
5342,2,2
5343,4,4
5344,3,3
5345,0,0
5346,3,3
5347,4,4
5348,1,1
5349,0,0
5350,1,1
5351,0,0
5352,1,1
5353,0,0
5354,4,4
5355,2,2
5356,2,2
5357,3,3
5358,1,1
5359,0,0
5360,1,1
5361,0,0
5362,1,1
5363,2,2
5364,2,2
5365,2,2
5366,0,0
5367,3,3
5368,0,0
5369,3,3
5370,0,0
5371,0,0
5372,1,1
5373,3,3
5374,3,3
5375,3,3
5376,3,3
5377,2,2
5378,4,4
5379,1,1
5380,0,0
5381,3,3
5382,3,3
5383,1,1
5384,2,2
5385,1,1
5386,4,4
5387,1,1
5388,4,4
5389,3,3
5390,0,0
5391,4,4
5392,1,1
5393,4,4
5394,4,4
5395,4,4
5396,0,0
5397,4,4
5398,3,3
5399,1,1
5400,4,4
5401,1,1
5402,1,1
5403,4,4
5404,2,2
5405,1,1
5406,2,2
5407,4,4
5408,3,3
5409,2,2
5410,3,3
5411,3,3
5412,1,1
5413,3,3
5414,0,0
5415,2,2
5416,1,1
5417,4,4
5418,4,4
5419,1,1
5420,4,4
5421,3,3
5422,0,0
5423,4,4
5424,3,3
5425,4,4
5426,4,4
5427,3,3
5428,0,0
5429,2,2
5430,3,3
5431,3,3
5432,2,2
5433,1,1
5434,4,4
5435,0,0
5436,2,2
5437,1,1
5438,3,3
5439,2,2
5440,4,4
5441,0,0
5442,0,0
5443,3,3
5444,2,2
5445,1,1
5446,2,2
5447,2,2
5448,3,3
5449,3,3
5450,4,4
5451,4,4
5452,0,0
5453,0,0
5454,2,2
5455,4,4
5456,3,3
5457,4,4
5458,3,3
5459,0,0
5460,1,1
5461,1,1
5462,4,4
5463,1,1
5464,1,1
5465,2,2
5466,2,2
5467,4,4
5468,0,0
5469,4,4
5470,2,2
5471,0,0
5472,1,1
5473,1,1
5474,0,0
5475,2,2
5476,3,3
5477,1,1
5478,1,1
5479,0,0
5480,1,1
5481,1,1
5482,4,4
5483,3,3
5484,2,2
5485,0,0
5486,4,4
5487,0,0
5488,0,0
5489,2,2
5490,4,4
5491,0,0
5492,2,2
5493,4,4
5494,1,1
5495,1,1
5496,2,2
5497,1,1
5498,0,0
5499,1,1
5500,2,2
5501,3,3
5502,3,3
5503,2,2
5504,0,0
5505,3,3
5506,3,3
5507,0,0
5508,0,0
5509,2,2
5510,4,4
5511,3,3
5512,3,3
5513,0,0
5514,3,3
5515,0,0
5516,2,2
5517,1,1
5518,0,0
5519,2,2
5520,4,4
5521,0,0
5522,1,1
5523,1,1
5524,3,3
5525,3,3
5526,1,1
5527,2,2
5528,2,2
5529,0,0
5530,1,1
5531,3,3
5532,0,0
5533,4,4
5534,0,0
5535,3,3
5536,0,0
5537,4,4
5538,0,0
5539,4,4
5540,1,1
5541,2,2
5542,0,0
5543,3,3
5544,4,4
5545,2,2
5546,2,2
5547,1,1
5548,0,0
5549,0,0
5550,0,0
5551,1,1
5552,2,2
5553,2,2
5554,0,0
5555,0,0
5556,3,3
5557,4,4
5558,1,1
5559,2,2
5560,4,4
5561,0,0
5562,0,0
5563,2,2
5564,1,1
5565,3,3
5566,1,1
5567,2,2
5568,1,1
5569,2,2
5570,1,1
5571,2,2
5572,4,4
5573,1,1
5574,2,2
5575,4,4
5576,1,1
5577,1,1
5578,0,0
5579,0,0
5580,1,1
5581,3,3
5582,3,3
5583,3,3
5584,0,0
5585,2,2
5586,0,0
5587,4,4
5588,2,2
5589,3,3
5590,1,1
5591,1,1
5592,4,4
5593,2,2
5594,0,0
5595,3,3
5596,0,0
5597,2,2
5598,3,3
5599,4,4
5600,0,0
5601,0,0
5602,4,4
5603,3,3
5604,2,2
5605,0,0
5606,0,0
5607,0,0
5608,0,0
5609,2,2
5610,3,3
5611,1,1
5612,0,0
5613,2,2
5614,4,4
5615,0,0
5616,1,1
5617,4,4
5618,2,2
5619,3,3
5620,3,3
5621,2,2
5622,2,2
5623,0,0
5624,4,4
5625,4,4
5626,1,1
5627,0,0
5628,4,4
5629,2,2
5630,0,0
5631,0,0
5632,4,4
5633,3,3
5634,1,1
5635,3,3
5636,2,2
5637,1,1
5638,3,3
5639,1,1
5640,2,2
5641,4,4
5642,4,4
5643,0,0
5644,1,1
5645,4,4
5646,4,4
5647,0,0
5648,0,0
5649,0,0
5650,1,1
5651,2,2
5652,1,1
5653,1,1
5654,4,4
5655,1,1
5656,0,0
5657,0,0
5658,3,3
5659,4,4
5660,0,0
5661,2,2
5662,0,0
5663,2,2
5664,0,0
5665,4,4
5666,3,3
5667,4,4
5668,4,4
5669,0,0
5670,4,4
5671,1,1
5672,2,2
5673,1,1
5674,1,1
5675,3,3
5676,2,2
5677,3,3
5678,3,3
5679,0,0
5680,4,4
5681,2,2
5682,4,4
5683,4,4
5684,4,4
5685,2,2
5686,0,0
5687,0,0
5688,0,0
5689,1,1
5690,3,3
5691,4,4
5692,1,1
5693,4,4
5694,3,3
5695,2,2
5696,4,4
5697,1,1
5698,0,0
5699,0,0
5700,3,3
5701,4,4
5702,3,3
5703,2,2
5704,3,3
5705,0,0
5706,1,1
5707,3,3
5708,4,4
5709,3,3
5710,0,0
5711,4,4
5712,2,2
5713,1,1
5714,0,0
5715,4,4
5716,1,1
5717,1,1
5718,1,1
5719,2,2
5720,0,0
5721,1,1
5722,2,2
5723,0,0
5724,1,1
5725,4,4
5726,3,3
5727,2,2
5728,0,0
5729,3,3
5730,0,0
5731,0,0
5732,3,3
5733,3,3
5734,1,1
5735,0,0
5736,3,3
5737,4,4
5738,4,4
5739,0,0
5740,3,3
5741,1,1
5742,3,3
5743,3,3
5744,2,2
5745,4,4
5746,1,1
5747,3,3
5748,3,3
5749,0,0
5750,3,3
5751,2,2
5752,2,2
5753,0,0
5754,1,1
5755,2,2
5756,2,2
5757,4,4
5758,0,0
5759,1,1
5760,1,1
5761,2,2
5762,2,2
5763,2,2
5764,4,4
5765,1,1
5766,0,0
5767,0,0
5768,0,0
5769,3,3
5770,1,1
5771,0,0
5772,2,2
5773,1,1
5774,0,0
5775,2,2
5776,2,2
5777,3,3
5778,4,4
5779,3,3
5780,4,4
5781,0,0
5782,2,2
5783,3,3
5784,4,4
5785,1,1
5786,3,3
5787,3,3
5788,1,1
5789,1,1
5790,1,1
5791,1,1
5792,2,2
5793,0,0
5794,0,0
5795,1,1
5796,1,1
5797,4,4
5798,2,2
5799,0,0
5800,1,1
5801,0,0
5802,0,0
5803,0,0
5804,3,3
5805,1,1
5806,1,1
5807,2,2
5808,0,0
5809,3,3
5810,2,2
5811,0,0
5812,0,0
5813,0,0
5814,4,4
5815,3,3
5816,1,1
5817,1,1
5818,2,2
5819,1,1
5820,0,0
5821,1,1
5822,4,4
5823,2,2
5824,4,4
5825,1,1
5826,1,1
5827,2,2
5828,0,0
5829,0,0
5830,1,1
5831,3,3
5832,4,4
5833,0,0
5834,2,2
5835,0,0
5836,1,1
5837,2,2
5838,3,3
5839,4,4
5840,2,2
5841,1,1
5842,4,4
5843,3,3
5844,1,1
5845,1,1
5846,4,4
5847,2,2
5848,2,2
5849,2,2
5850,2,2
5851,0,0
5852,1,1
5853,3,3
5854,0,0
5855,4,4
5856,3,3
5857,3,3
5858,4,4
5859,3,3
5860,4,4
5861,2,2
5862,1,1
5863,4,4
5864,0,0
5865,0,0
5866,3,3
5867,0,0
5868,3,3
5869,4,4
5870,2,2
5871,3,3
5872,1,1
5873,2,2
5874,2,2
5875,3,3
5876,4,4
5877,4,4
5878,1,1
5879,0,0
5880,1,1
5881,3,3
5882,0,0
5883,1,1
5884,2,2
5885,2,2
5886,1,1
5887,0,0
5888,2,2
5889,4,4
5890,2,2
5891,2,2
5892,0,0
5893,3,3
5894,4,4
5895,4,4
5896,2,2
5897,3,3
5898,0,0
5899,1,1
5900,2,2
5901,2,2
5902,0,0
5903,1,1
5904,3,3
5905,3,3
5906,0,0
5907,0,0
5908,1,1
5909,0,0
5910,4,4
5911,3,3
5912,3,3
5913,0,0
5914,0,0
5915,2,2
5916,3,3
5917,0,0
5918,0,0
5919,0,0
5920,2,2
5921,3,3
5922,0,0
5923,2,2
5924,1,1
5925,3,3
5926,3,3
5927,4,4
5928,1,1
5929,2,2
5930,2,2
5931,1,1
5932,3,3
5933,2,2
5934,2,2
5935,2,2
5936,2,2
5937,4,4
5938,2,2
5939,0,0
5940,3,3
5941,4,4
5942,0,0
5943,1,1
5944,1,1
5945,1,1
5946,0,0
5947,4,4
5948,0,0
5949,1,1
5950,0,0
5951,2,2
5952,0,0
5953,2,2
5954,2,2
5955,2,2
5956,4,4
5957,2,2
5958,0,0
5959,1,1
5960,3,3
5961,2,2
5962,4,4
5963,0,0
5964,4,4
5965,2,2
5966,3,3
5967,3,3
5968,0,0
5969,0,0
5970,4,4
5971,1,1
5972,3,3
5973,4,4
5974,3,3
5975,0,0
5976,4,4
5977,4,4
5978,3,3
5979,1,1
5980,3,3
5981,2,2
5982,4,4
5983,3,3
5984,0,0
5985,0,0
5986,1,1
5987,2,2
5988,3,3
5989,0,0
5990,2,2
5991,2,2
5992,3,3
5993,0,0
5994,1,1
5995,3,3
5996,1,1
5997,2,2
5998,2,2
5999,3,3
6000,4,4
6001,3,3
6002,2,2
6003,2,2
6004,0,0
6005,2,2
6006,0,0
6007,4,4
6008,3,3
6009,2,2
6010,2,2
6011,3,3
6012,2,2
6013,4,4
6014,2,2
6015,1,1
6016,1,1
6017,3,3
6018,1,1
6019,4,4
6020,0,0
6021,3,3
6022,4,4
6023,3,3
6024,0,0
6025,0,0
6026,2,2
6027,2,2
6028,0,0
6029,1,1
6030,3,3
6031,1,1
6032,1,1
6033,4,4
6034,1,1
6035,1,1
6036,1,1
6037,2,2
6038,4,4
6039,4,4
6040,1,1
6041,3,3
6042,0,0
6043,2,2
6044,3,3
6045,4,4
6046,3,3
6047,0,0
6048,1,1
6049,1,1
6050,4,4
6051,3,3
6052,3,3
6053,4,4
6054,3,3
6055,2,2
6056,4,4
6057,3,3
6058,4,4
6059,0,0
6060,1,1
6061,0,0
6062,4,4
6063,3,3
6064,3,3
6065,0,0
6066,3,3
6067,1,1
6068,1,1
6069,0,0
6070,2,2
6071,4,4
6072,3,3
6073,4,4
6074,3,3
6075,3,3
6076,1,1
6077,0,0
6078,0,0
6079,2,2
6080,2,2
6081,0,0
6082,1,1
6083,3,3
6084,1,1
6085,4,4
6086,4,4
6087,2,2
6088,1,1
6089,2,2
6090,1,1
6091,3,3
6092,1,1
6093,1,1
6094,1,1
6095,4,4
6096,1,1
6097,1,1
6098,3,3
6099,3,3
6100,1,1
6101,3,3
6102,3,3
6103,0,0
6104,0,0
6105,4,4
6106,4,4
6107,1,1
6108,2,2
6109,3,3
6110,1,1
6111,4,4
6112,1,1
6113,3,3
6114,4,4
6115,2,2
6116,0,0
6117,0,0
6118,4,4
6119,1,1
6120,3,3
6121,2,2
6122,1,1
6123,1,1
6124,4,4
6125,3,3
6126,2,2
6127,3,3
6128,3,3
6129,2,2
6130,0,0
6131,4,4
6132,0,0
6133,1,1
6134,1,1
6135,0,0
6136,1,1
6137,2,2
6138,0,0
